Time,Misoperation,Motor current state,Brake,Motor temperature,System fault light,Braking system fault display,Accelerator opening,High Voltage Detection Complete Flag,low-voltage power-off request flag,current motor speed,current motor torque,DC bus voltage,DC bus current,Motor phase current (effective value),Motor maximum drive torque,Motor maximum braking torque,Speed signal,Active drive,Drive Motor Output Power MCU Part Number,Accelerator pedal voltage,Gear switch A voltage,Gear switch B voltage,Gear switch C voltage,Gear switch D voltage,Total number of drive motors,Drive motor serial number,Total number of drive motor failures,Battery voltage,Slow charge wakeup signal,Vehicle model,Power Battery Positive Relay Current Control Command Status,Power Battery Precharge Relay Current Control Command Status,SOC (State of charge),Current status allows maximum feedback power,Current status allows maximum discharge power,BMS self-test counter,Power battery internal total voltage V1,Power battery charge/discharge current,Power battery external total voltage V2,Power battery load voltage V3,Single cell core voltage,Single cell minimum voltage,Power battery positive to GND insulation resistance,Power Battery Negative Resistance to GND Insulation Resistance,Single cell temperature,Single cell minimum temperature,Power battery available energy,Power battery available capacity,Effective cell voltage,Effective temperature collection points,DCDC current status,Slow charge CC voltage,Low battery alert,Driving range ,Mileage value,Prohibited high-voltage power-on flag,Vehicle bootloader flag,On-board charger output voltage instruction,Car charger output current instruction,Car Charger Work Instruction,Car Charger Network Status Control Command,charging ,Power Battery Heater Relay Instruction,High voltage power-down request (VCU) charge self-test counter,High-voltage power-down request (charging),Remote refresh mode enable command,System fault light_BMS,Power Battery System Fault Indicator VCU ,Troubleshooting Level,Collision signal status,Operating mode,Battery pack 1 monomer minimum number,Battery pack 1 monomer maximum number,Battery pack 1 maximum temperature,Battery pack 1 minimum temperature,Temperature sensor 1,Temperature sensor 2,Temperature sensor 3,Temperature sensor 4,Temperature sensor 5,Temperature sensor 6,Temperature sensor 7,Temperature sensor 8,Temperature sensor 9,total milage,The current status of car charger,Car Charge Wakeup Output Signal Status,Slow charge gun connection status,Charging mode,Power supply equipment status,Charger output current,Charger output voltage,Speed,Power battery pack number,Power battery pack number length,Power battery subsystem number,Total number of battery cells,Power battery temperature point total,Total battery power failure,cell voltage nr. 1,cell voltage nr. 2,cell voltage nr. 3,cell voltage nr. 4,cell voltage nr. 5,cell voltage nr. 6,cell voltage nr. 7,cell voltage nr. 8,cell voltage nr. 9,cell voltage nr. 10,cell voltage nr. 11,cell voltage nr. 12,cell voltage nr. 13,cell voltage nr. 14,cell voltage nr. 15,cell voltage nr. 16,cell voltage nr. 17,cell voltage nr. 18,cell voltage nr. 19,cell voltage nr. 20,cell voltage nr. 21,cell voltage nr. 22,cell voltage nr. 23,cell voltage nr. 24,cell voltage nr. 25,cell voltage nr. 26,cell voltage nr. 27,cell voltage nr. 28,cell voltage nr. 29,cell voltage nr. 30,cell voltage nr. 31,Maximum unit voltage number,Maximum temperature number,Lowest temperature number,Lowest cell voltage number,Maximum unit voltage package number,Maximum temperature package number,Minimum temperature package number,Lowest monomer voltage package number
2016/03/24 20:29:52.000.,0,0,0,38,0,0,0,1,0,0,0,126.6,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.64,-23.7,126.64,126.6,4.0915,3.9732,3999,3999,32,31,19.12,150.99,31,9,1,0,0,153.6,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.2,126.6,0,1,30,1,31,9,0,4.082,4.092,4.0843,4.0862,4.0847,4.0866,4.0907,4.0912,4.073,4.0875,4.0827,4.0848,4.087,4.0886,4.0828,4.0842,4.0896,4.0817,4.0852,4.086,4.0822,4.0887,4.0878,4.0807,3.9732,4.0652,4.0891,4.0907,4.0793,4.0862,4.0833,2,4,1,25,1,1,1,1
2016/03/24 20:30:02.000.,0,0,0,38,0,0,0,1,0,0,0,126.6,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.62,-23.42,126.62,126.6,4.0927,3.9737,3999,3999,32,31,19.12,151.06,31,9,1,0,0,153.6,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24,126.6,0,1,30,1,31,9,0,4.0822,4.0925,4.0848,4.0868,4.0862,4.0878,4.092,4.0922,4.0733,4.0878,4.0841,4.0868,4.0882,4.0885,4.0813,4.0842,4.0907,4.0842,4.0882,4.0872,4.0822,4.0895,4.0892,4.0813,3.9735,4.0662,4.0901,4.0917,4.08,4.0871,4.0837,2,4,1,25,1,1,1,1
2016/03/24 20:30:12.000.,0,0,0,38,0,0,0,1,0,0,0,126.6,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.6,-23.14,126.6,126.6,4.093,3.9745,3999,3999,32,31,19.13,151.12,31,9,1,0,0,153.7,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,8,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24,126.6,0,1,30,1,31,9,0,4.0835,4.0927,4.0852,4.087,4.0863,4.0883,4.092,4.0923,4.074,4.0883,4.085,4.0871,4.0887,4.0893,4.0821,4.0848,4.0912,4.0842,4.0885,4.0877,4.0827,4.0897,4.0893,4.0817,3.9742,4.0661,4.0902,4.092,4.0806,4.0875,4.0842,2,4,1,25,1,1,1,1
2016/03/24 20:30:22.000.,0,0,0,38,0,0,0,1,0,0,0,126.6,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.66,-23.42,126.66,126.64,4.0932,3.9743,3999,3999,32,31,19.15,151.18,31,9,1,0,0,153.7,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.1,126.7,0,1,30,1,31,9,0,4.0836,4.0931,4.0852,4.0872,4.0857,4.0877,4.0922,4.093,4.0745,4.0891,4.0852,4.0872,4.089,4.0892,4.0817,4.0847,4.0913,4.0842,4.0887,4.0877,4.0827,4.0902,4.0892,4.0817,3.9738,4.0666,4.0907,4.0922,4.0802,4.0872,4.084,2,4,1,25,1,1,1,1
2016/03/24 20:30:32.000.,0,0,0,38,0,0,0,1,0,0,0,126.6,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.68,-23.7,126.68,126.64,4.0937,3.9745,3999,3999,32,31,19.16,151.24,31,9,1,0,0,153.8,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.2,126.7,0,1,30,1,31,9,0,4.084,4.0932,4.0855,4.0875,4.0862,4.0882,4.0925,4.0931,4.0747,4.0897,4.0852,4.0871,4.0893,4.0895,4.0823,4.0853,4.0913,4.0846,4.0893,4.0882,4.0832,4.0906,4.0896,4.0817,3.9745,4.0668,4.0907,4.0927,4.0811,4.0877,4.0848,2,4,1,25,1,1,1,1
2016/03/24 20:30:42.000.,0,0,0,38,0,0,0,1,0,0,0,126.6,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.68,-23.42,126.68,126.66,4.0941,3.9752,3999,3999,32,31,19.17,151.3,31,9,1,0,0,153.9,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,8,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.1,126.7,0,1,30,1,31,9,0,4.0842,4.0946,4.087,4.089,4.0872,4.0891,4.0927,4.093,4.0751,4.0896,4.086,4.0875,4.0892,4.0903,4.084,4.0867,4.093,4.0853,4.0887,4.0877,4.0838,4.0911,4.091,4.0833,3.9755,4.0672,4.0917,4.0933,4.0818,4.0887,4.0855,2,4,1,25,1,1,1,1
2016/03/24 20:30:52.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.7,-23.14,126.7,126.7,4.0947,3.9761,3999,3999,32,31,19.17,151.36,31,9,1,0,0,153.9,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24,126.7,0,1,30,1,31,9,0,4.0847,4.0947,4.0865,4.0888,4.0872,4.0891,4.0928,4.0936,4.0757,4.0898,4.0865,4.088,4.0901,4.0903,4.0832,4.0862,4.0927,4.0857,4.0897,4.0887,4.0841,4.0911,4.0907,4.0827,3.9755,4.0672,4.0917,4.0935,4.0817,4.0887,4.0857,2,4,1,25,1,1,1,1
2016/03/24 20:31:02.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.7,-23.42,126.7,126.7,4.0953,3.9757,3999,3999,32,31,19.18,151.42,31,9,1,0,0,154,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.2,126.7,0,1,30,1,31,9,0,4.0852,4.095,4.088,4.0891,4.0877,4.0897,4.0931,4.0937,4.0748,4.0893,4.0865,4.0885,4.0897,4.0906,4.084,4.0865,4.0932,4.0858,4.0897,4.0885,4.0841,4.0915,4.091,4.0832,3.9753,4.0676,4.0923,4.0937,4.0822,4.0891,4.0857,2,4,1,25,1,1,1,1
2016/03/24 20:31:12.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.72,-23.42,126.72,126.7,4.0953,3.9767,3999,3999,32,31,19.19,151.48,31,9,1,0,0,154,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.2,126.7,0,1,30,1,31,9,0,4.0851,4.0951,4.0871,4.0891,4.0878,4.0901,4.0946,4.0955,4.0766,4.0917,4.0868,4.0892,4.0916,4.0917,4.0845,4.0871,4.0936,4.0862,4.091,4.0903,4.0857,4.0922,4.0916,4.084,3.9762,4.0685,4.0928,4.0946,4.0827,4.0897,4.0861,2,4,1,25,1,1,1,1
2016/03/24 20:31:22.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.7,-23.7,126.7,126.72,4.0961,3.9771,3999,3999,32,31,19.2,151.54,31,9,1,0,0,154.1,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24,126.7,0,1,30,1,31,9,0,4.0856,4.0955,4.0881,4.0898,4.0887,4.0913,4.0958,4.0963,4.0772,4.0917,4.0877,4.0897,4.0912,4.0921,4.0847,4.0871,4.0942,4.0872,4.0917,4.0906,4.0853,4.0922,4.0925,4.0848,3.9772,4.0692,4.0932,4.0947,4.0837,4.0903,4.0868,8,4,1,25,1,1,1,1
2016/03/24 20:31:32.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.74,-23.42,126.74,126.72,4.0957,3.9768,3999,3999,32,31,19.21,151.61,31,9,1,0,0,154.2,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,23.9,126.8,0,1,30,1,31,9,0,4.0862,4.0962,4.0887,4.0903,4.0891,4.0903,4.0943,4.0948,4.0767,4.0916,4.0872,4.0895,4.092,4.0925,4.085,4.0875,4.0932,4.0868,4.0912,4.091,4.0866,4.0928,4.0925,4.0848,3.977,4.0691,4.093,4.0943,4.0835,4.0903,4.0871,2,4,1,25,1,1,1,1
2016/03/24 20:31:42.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88,7.36,44.99,3,126.76,-23.42,126.76,126.76,4.0966,3.9777,3999,3999,32,31,19.22,151.67,31,9,1,0,0,154.2,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24,126.8,0,1,30,1,31,9,0,4.0867,4.0968,4.089,4.091,4.0893,4.0912,4.0951,4.0957,4.0776,4.0922,4.0882,4.0906,4.0927,4.0927,4.0857,4.088,4.0945,4.0877,4.0917,4.0922,4.0866,4.0932,4.093,4.0852,3.9778,4.0697,4.094,4.0955,4.084,4.091,4.0875,2,4,1,25,1,1,1,1
2016/03/24 20:31:52.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.78,-23.42,126.78,126.78,4.0977,3.9781,3999,3999,32,31,19.23,151.73,31,9,1,0,0,154.3,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,8,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.2,126.8,0,1,30,1,31,9,0,4.0875,4.0972,4.0897,4.0917,4.0898,4.0917,4.0955,4.096,4.0775,4.0926,4.0891,4.09,4.0922,4.0931,4.0868,4.0897,4.0957,4.0877,4.0915,4.0907,4.0868,4.0938,4.0933,4.0856,3.9778,4.0703,4.0946,4.0957,4.0843,4.0917,4.0882,2,4,1,25,1,1,1,1
2016/03/24 20:32:02.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.78,-23.42,126.78,126.78,4.0976,3.978,3999,3999,32,31,19.24,151.79,31,9,1,0,0,154.4,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,8,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.2,126.8,0,1,30,1,31,9,0,4.0877,4.0972,4.0897,4.0916,4.0902,4.0917,4.0958,4.0961,4.078,4.0925,4.0882,4.0903,4.0932,4.0938,4.0867,4.0887,4.0948,4.0872,4.0921,4.0917,4.0877,4.0942,4.0936,4.086,3.9778,4.0703,4.0943,4.0962,4.0846,4.0913,4.0886,2,4,1,25,1,1,1,1
2016/03/24 20:32:12.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.78,-23.14,126.78,126.78,4.0977,3.9786,3999,3999,32,31,19.25,151.85,31,9,1,0,0,154.4,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.1,126.8,0,1,30,1,31,9,0,4.0881,4.098,4.091,4.0927,4.0911,4.0928,4.0967,4.0967,4.0785,4.0927,4.09,4.091,4.093,4.0942,4.0873,4.0907,4.0966,4.0887,4.0925,4.0917,4.0875,4.0947,4.0946,4.0871,3.9788,4.0707,4.0948,4.097,4.0857,4.0926,4.0892,2,4,1,25,1,1,1,1
2016/03/24 20:32:22.000.,0,0,0,38,0,0,0,1,0,0,0,126.7,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.82,-23.42,126.82,126.78,4.0981,3.9792,3999,3999,32,31,19.26,151.91,31,9,1,0,0,154.5,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.3,126.8,0,1,30,1,31,9,0,4.0876,4.0981,4.0907,4.0926,4.0911,4.0931,4.0975,4.0976,4.0791,4.0933,4.0898,4.091,4.093,4.0942,4.0878,4.0908,4.0968,4.089,4.0925,4.0916,4.0881,4.0948,4.0942,4.087,3.9787,4.0712,4.0953,4.0972,4.0857,4.0928,4.0888,2,4,1,25,1,1,1,1
2016/03/24 20:32:32.000.,0,0,0,38,0,0,0,1,0,0,0,126.8,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.82,-23.7,126.82,126.8,4.0986,3.9798,3999,3999,32,31,19.27,151.97,31,9,1,0,0,154.5,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.1,126.8,0,1,30,1,31,9,0,4.0887,4.0987,4.0907,4.0928,4.0922,4.0942,4.0983,4.0991,4.0801,4.0947,4.0902,4.0921,4.0952,4.0955,4.0885,4.0902,4.0962,4.0893,4.0942,4.0938,4.0891,4.0958,4.0955,4.0877,3.9793,4.0722,4.0962,4.0977,4.086,4.0932,4.0903,8,4,1,25,1,1,1,1
2016/03/24 20:32:42.000.,0,0,0,38,0,0,0,1,0,0,0,126.8,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.84,-23.42,126.84,126.8,4.0992,3.9796,3999,3999,32,31,19.28,152.03,31,9,1,0,0,154.6,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24,126.8,0,1,30,1,31,9,0,4.0887,4.0986,4.0907,4.0927,4.0922,4.0942,4.0986,4.0998,4.0802,4.0946,4.0907,4.093,4.0947,4.0952,4.0876,4.0905,4.0975,4.0907,4.0948,4.0937,4.0887,4.0962,4.0957,4.0881,3.9798,4.0723,4.0962,4.098,4.087,4.0935,4.0902,8,4,1,25,1,1,1,1
2016/03/24 20:32:52.000.,0,0,0,38,0,0,0,1,0,0,0,126.8,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.84,-23.68,126.84,126.82,4.0997,3.9802,3999,3999,32,31,19.29,152.09,31,9,1,0,0,154.7,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.1,126.9,0,1,30,1,31,9,0,4.0893,4.0991,4.0915,4.0932,4.0916,4.0941,4.0977,4.0991,4.0803,4.0948,4.0905,4.0913,4.094,4.0955,4.0891,4.092,4.0977,4.0897,4.093,4.0932,4.0888,4.0961,4.0958,4.088,3.9796,4.0723,4.0965,4.0983,4.0868,4.0938,4.0901,2,4,1,25,1,1,1,1
2016/03/24 20:33:02.000.,0,0,0,38,0,0,0,1,0,0,0,126.8,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.88,-23.42,126.88,126.82,4.1002,3.9806,3999,3999,32,31,19.3,152.15,31,9,1,0,0,154.7,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.2,126.9,0,1,30,1,31,9,0,4.09,4.1,4.0925,4.0946,4.0933,4.0955,4.0991,4.0987,4.0805,4.0956,4.0922,4.0937,4.0955,4.0961,4.0892,4.0922,4.0985,4.0915,4.0952,4.0942,4.0893,4.0972,4.0965,4.089,3.9807,4.073,4.0975,4.0996,4.0873,4.0938,4.0913,2,4,1,25,1,1,1,1
2016/03/24 20:33:12.000.,0,0,0,38,0,0,0,1,0,0,0,126.8,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.9,-23.42,126.9,126.86,4.1003,3.9812,3999,3999,32,31,19.31,152.22,31,9,1,0,0,154.8,86.8,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24,126.9,0,1,30,1,31,9,0,4.0901,4.1002,4.0922,4.0941,4.0927,4.095,4.0991,4.0993,4.0811,4.0955,4.0918,4.0941,4.0957,4.0958,4.0886,4.0915,4.0982,4.0916,4.0957,4.0947,4.0897,4.097,4.0962,4.0893,3.9807,4.0733,4.0972,4.0991,4.0872,4.0947,4.0913,2,4,1,25,1,1,1,1
2016/03/24 20:33:22.000.,0,0,0,38,0,0,0,1,0,0,0,126.8,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.9,-23.7,126.9,126.88,4.1006,3.9808,3999,3999,32,31,19.31,152.28,31,9,1,0,0,154.9,86.8,0,0,130,29.2,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24,126.9,0,1,30,1,31,9,0,4.0907,4.1007,4.0927,4.0948,4.0936,4.0955,4.0991,4.0998,4.0817,4.0958,4.0922,4.0938,4.0962,4.0968,4.0893,4.0921,4.0983,4.0917,4.0962,4.0958,4.0907,4.0972,4.0966,4.0891,3.9811,4.074,4.0981,4.0991,4.0877,4.0952,4.0917,2,4,1,25,1,1,1,1
2016/03/24 20:33:32.000.,0,0,0,38,0,0,0,1,0,0,0,126.8,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.4,7.36,44.99,3,126.88,-23.42,126.88,126.88,4.1017,3.9818,3999,3999,32,31,19.33,152.34,31,9,1,0,0,154.9,86.8,0,0,130,29.2,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,31,31,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.1,126.9,0,1,30,1,31,9,0,4.0917,4.1012,4.0936,4.0955,4.0941,4.0962,4.1003,4.1007,4.0817,4.0963,4.0931,4.0948,4.0972,4.0972,4.0905,4.0927,4.0993,4.0926,4.0967,4.0961,4.091,4.0987,4.0972,4.0902,3.9817,4.0742,4.0987,4.1005,4.0887,4.0955,4.0917,2,4,1,25,1,1,1,1
2016/03/24 20:33:42.000.,0,0,0,38,0,0,0,1,0,0,0,126.8,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.8,7.36,44.99,3,126.9,-23.42,126.9,126.86,4.1017,3.9818,3999,3999,32,30,19.34,152.4,31,9,1,0,0,155,86.8,0,0,130,29.2,2,2,2,2,0,0,1,0,0,0,0,1,25,7,32,30,30,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.1,126.9,0,1,30,1,31,9,0,4.0913,4.1017,4.0937,4.0966,4.0948,4.0967,4.1003,4.1007,4.0818,4.0965,4.0932,4.0952,4.096,4.0972,4.0902,4.0932,4.1,4.0926,4.0968,4.0953,4.091,4.0985,4.0975,4.0897,3.9818,4.0745,4.0985,4.1002,4.0891,4.0952,4.0926,2,4,1,25,1,1,1,1
2016/03/24 20:33:52.000.,0,0,0,38,0,0,0,1,0,0,0,126.9,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.8,7.36,44.99,3,126.92,-23.42,126.92,126.9,4.1021,3.9826,3999,3999,32,30,19.35,152.46,31,9,1,0,0,155,86.8,0,0,130,29.2,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,30,30,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,23.9,126.9,0,1,30,1,31,9,0,4.092,4.1015,4.0938,4.0957,4.0942,4.097,4.1013,4.102,4.0832,4.0981,4.0938,4.0957,4.0976,4.0978,4.091,4.0936,4.1,4.0932,4.0973,4.097,4.0917,4.0987,4.0986,4.0907,3.9822,4.0751,4.0992,4.101,4.0892,4.0963,4.0927,8,4,1,25,1,1,1,1
2016/03/24 20:34:02.000.,0,0,0,38,0,0,0,1,0,0,0,126.9,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.8,7.36,44.99,3,126.92,-23.42,126.92,126.92,4.1026,3.9832,3999,3999,32,30,19.36,152.52,31,9,1,0,0,155.1,86.8,0,0,130,29.2,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,30,30,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.2,126.9,0,1,30,1,31,9,0,4.0922,4.1026,4.0948,4.0968,4.0957,4.0975,4.1012,4.1012,4.083,4.0972,4.0942,4.0952,4.0972,4.0982,4.092,4.0951,4.1006,4.0927,4.0965,4.0957,4.0917,4.0993,4.0987,4.0912,3.9828,4.0752,4.0996,4.1015,4.0895,4.0966,4.0931,2,4,1,25,1,1,1,1
2016/03/24 20:34:12.000.,0,0,0,38,0,0,0,1,0,0,0,126.9,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.8,7.36,44.99,3,126.94,-23.7,126.94,126.92,4.103,3.9837,3999,3999,32,30,19.37,152.58,31,9,1,0,0,155.2,86.8,0,0,130,29.2,2,2,2,2,0,0,1,0,0,0,0,1,25,8,32,30,30,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.1,127,0,1,30,1,31,9,0,4.0932,4.1036,4.0957,4.0972,4.0957,4.0977,4.1017,4.1021,4.0837,4.0983,4.0942,4.0965,4.0991,4.0997,4.0922,4.0946,4.1002,4.0932,4.0982,4.0978,4.0936,4.0998,4.0988,4.0917,3.9835,4.076,4.1,4.1017,4.09,4.0975,4.0941,2,4,1,25,1,1,1,1
2016/03/24 20:34:22.000.,0,0,0,38,0,0,0,1,0,0,0,126.9,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,88.8,7.36,44.99,3,126.98,-23.42,126.98,126.96,4.1028,3.9837,3999,3999,32,30,19.37,152.64,31,9,1,0,0,155.2,86.8,0,0,130,29.2,2,2,2,2,0,0,1,0,0,0,0,1,25,2,32,30,30,31,31,32,32,32,31,32,32,17413,2,2,3,2,3,24.1,127,0,1,30,1,31,9,0,4.0935,4.103,4.095,4.097,4.0955,4.0975,4.1021,4.1028,4.0847,4.0991,4.0952,4.0967,4.0986,4.0991,4.0918,4.0945,4.1012,4.0942,4.0983,4.0975,4.0928,4.1,4.0996,4.0922,3.9835,4.0762,4.1007,4.1022,4.0906,4.0976,4.094,2,4,1,25,1,1,1,1
